congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,21763,14,7,PA,100,,,"WILD, Susan",W000826,1957,,-0.276,0.361,-46.41615,0.94574,832,19,,-0.209,0.143
117,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959,,-0.449,-0.008,-10.87465,0.98711,838,2,,-0.39,-0.11
117,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967,,-0.281,0.385,-22.53892,0.9734,836,7,,-0.284,0.335
117,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957,,0.57,0.024,-145.53893,0.8404,837,63,,0.595,0.024
117,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964,,0.498,0.24,-99.81109,0.88566,822,38,,0.428,0.111
117,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983,,0.377,0.32,-69.11881,0.92056,835,29,,0.374,0.367
117,House,21985,14,12,PA,200,,,"KELLER, Fred",K000395,1965,,0.498,0.171,-87.31005,0.90106,838,35,,0.496,0.211
117,House,29561,14,18,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.331,0.099,-39.28662,0.95001,766,15,,-0.384,-0.472
117,House,21992,92,0,PR,200,,,"GONZÁLEZ-CÓLON, Jenniffer",G000582,1976,,0.267,0.277,-5.62911,0.66893,14,3,,0.176,0.984
117,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.375,0.114,-19.96026,0.97638,835,8,,-0.353,0.23
117,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.388,-0.263,-23.17085,0.97257,833,9,,-0.312,-0.174
117,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.53,0.144,-93.57681,0.89115,812,37,,0.485,0.477
117,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.7,-0.082,-156.33572,0.82603,818,80,,0.657,0.042
117,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.558,-0.217,-216.26018,0.77062,830,91,,0.48,-0.194
117,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.852,-0.347,-76.52831,0.90888,801,26,,0.889,-0.457
117,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984,,0.592,0.215,-87.99062,0.9001,836,37,,0.588,0.269
117,House,22132,48,1,SC,200,,,"MACE, Nancy",M000194,1977,,0.363,-0.286,-216.15147,0.77097,831,90,,0.378,-0.219
117,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.465,0.252,-13.68336,0.98361,828,5,,-0.536,0.281
117,House,21935,37,1,SD,200,,,"JOHNSON, Dustin",J000301,1976,,0.439,0.219,-76.06045,0.91294,835,25,,0.403,0.361
117,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.164,-0.033,-32.97128,0.9611,831,14,,-0.359,0.138
117,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.398,-0.351,-29.37254,0.96515,828,12,,-0.303,-0.409
117,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.465,0.275,-97.96019,0.88992,840,47,,0.497,0.177
117,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.579,-0.064,-136.1821,0.84918,833,60,,0.57,-0.013
117,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.536,0.339,-75.0671,0.91382,833,31,,0.555,0.389
117,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964,,0.667,-0.338,-143.53302,0.83761,810,59,,0.652,-0.353
117,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964,,0.674,0.017,-140.23516,0.84174,814,70,,0.65,-0.026
117,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965,,0.674,0.088,-118.31629,0.86394,809,50,,0.679,0.087
117,House,22122,54,1,TN,200,,,"HARSHBARGER, Diana",H001086,1960,,0.69,0.079,-135.45204,0.84992,833,67,,0.689,0.074
117,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.574,-0.198,-155.18681,0.82642,814,69,,0.582,-0.143
117,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.486,0.574,-153.68064,0.83097,830,59,,0.614,0.475
117,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.644,-0.406,-173.10977,0.803,789,86,,0.678,-0.496
117,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.438,0.292,-31.97702,0.96252,837,15,,-0.389,-0.282
117,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.422,0.122,-88.42705,0.89789,821,34,,0.349,0.409
117,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.228,0.618,-74.82893,0.91458,838,31,,-0.287,0.684
117,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.731,0.025,-133.65535,0.84892,816,58,,0.82,0.179
117,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.4,-0.042,-15.35345,0.98178,835,4,,-0.434,-0.269
117,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.586,0.129,-85.72067,0.89618,782,30,,0.587,0.182
117,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.402,0.333,-22.67425,0.97312,832,11,,-0.311,0.157
117,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.311,0.407,-11.96004,0.97336,443,6,,-0.224,0.161
117,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.711,0.091,-121.31399,0.86387,829,60,,0.727,0.106
117,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.648,-0.058,-138.29861,0.83695,777,60,,0.671,-0.042
117,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.382,0.726,-47.65666,0.94279,809,17,,-0.29,0.468
117,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.683,-0.296,-137.42678,0.84377,809,60,,0.714,-0.282
117,House,21900,49,32,TX,100,,,"ALLRED, Colin",A000376,1983,,-0.452,0.764,-15.56911,0.98144,831,4,,-0.399,0.495
117,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984,,0.429,0.216,-108.21805,0.87622,819,40,,0.447,0.121
117,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969,,-0.425,-0.419,-60.75448,0.92982,835,21,,-0.529,-0.525
117,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975,,-0.427,0.904,-34.55596,0.9596,838,14,,-0.236,0.285
117,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950,,-0.811,0.512,-51.46083,0.94023,835,21,,-0.878,0.453
117,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982,,0.75,-0.075,-153.94497,0.832,837,72,,0.765,-0.119
117,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972,,0.8,-0.6,-103.40277,0.87918,803,44,,0.798,-0.603
117,House,21973,49,3,TX,200,,,"TAYLOR, Nicholas",T000479,1972,,0.581,-0.223,-175.65639,0.80822,825,90,,0.604,-0.245
117,House,21984,49,6,TX,200,,,"WRIGHT, Ron",W000827,1953,2021.0,0.711,-0.09,-0.27921,0.98025,14,0,,0.908,-0.418
117,House,22112,49,4,TX,200,,,"FALLON, Pat",F000246,1967,,0.722,0.144,-119.82087,0.86451,823,54,,0.719,0.146
117,House,22119,49,23,TX,200,,,"GONZALES, Tony",G000594,1980,,0.299,0.425,-67.9644,0.92201,837,27,,0.309,0.384
117,House,22125,49,13,TX,200,,,"JACKSON, Ronny",J000304,1967,,0.784,0.175,-102.39851,0.88055,805,40,,0.78,0.163
117,House,22143,49,22,TX,200,,,"NEHLS, Troy E.",N000026,1968,,0.634,-0.127,-141.25032,0.84159,819,69,,0.636,-0.114
117,House,22147,49,11,TX,200,,,"PFLUGER, August",P000048,1977,,0.662,0.4,-85.39053,0.90122,821,37,,0.662,0.367
117,House,22155,49,24,TX,200,,,"VAN DUYNE, Beth",V000134,1970,,0.576,-0.001,-120.58498,0.86568,836,55,,0.577,0.01
117,House,22160,49,6,TX,200,,,"ELLZEY, Jake",E000071,1970,,0.518,0.356,-66.68718,0.89579,606,28,,0.514,0.358
117,House,22165,49,34,TX,200,,,"FLORES, Mayra",F000473,1986,,0.336,0.623,-18.15622,0.92995,250,5,,0.342,0.653
117,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.316,-21.10653,0.97498,833,6,,-0.329,-0.409
117,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.124,-15.2976,0.98185,835,7,,-0.391,-0.147
117,House,29759,49,17,TX,200,,,"SESSIONS, Pete",S000250,1955,,0.591,0.135,-164.36841,0.81956,826,70,,0.587,-0.035
117,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.52,0.239,-73.2156,0.89863,685,27,,0.477,0.473
117,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.403,0.233,-132.08601,0.85122,820,49,,0.465,0.201
117,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.198,-19.27868,0.97709,832,11,,-0.488,-0.023
117,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.502,0.165,-101.78538,0.88537,836,40,,0.439,0.136
117,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.477,0.083,-118.85156,0.86629,828,44,,0.409,0.121
117,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980,,0.348,0.375,-70.1335,0.91925,833,25,,0.349,0.353
117,House,22146,67,4,UT,200,,,"OWENS, Burgess",O000086,1951,,0.455,0.24,-81.02145,0.90721,832,31,,0.451,0.249
117,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.407,-0.358,-24.36604,0.97093,826,11,,-0.301,-0.469
117,House,21994,96,0,VI,100,,,"PLASKETT, Stacey E.",P000610,1966,,-0.385,0.411,-0.87487,0.93942,14,0,,-0.411,-0.874
117,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.446,0.005,-83.14127,0.90106,798,25,,0.463,0.181
117,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.025,-21.25348,0.97496,838,7,,-0.311,-0.101
117,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.532,-0.396,-188.22947,0.79534,822,87,,0.499,-0.356
117,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.385,-0.057,-11.96438,0.98582,838,2,,-0.409,-0.123
117,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,2022.0,-0.381,-0.017,-19.80339,0.97496,781,12,,-0.493,0.309
117,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972,,0.718,-0.2,-132.95227,0.85149,827,52,,0.734,-0.17
117,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975,,-0.206,0.426,-48.57943,0.94374,839,15,,-0.401,0.854
117,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979,,-0.175,0.336,-43.80542,0.94877,833,18,,-0.197,0.41
117,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.332,0.307,-29.03785,0.9659,837,14,,-0.252,0.205
117,House,22120,40,5,VA,200,,,"GOOD, Bob",G000595,1965,,0.8,-0.6,-136.88357,0.84381,806,66,,0.835,-0.359
117,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.015,-15.57148,0.98155,836,9,,-0.488,0.096
117,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.364,0.182,-18.93907,0.97733,826,8,,-0.435,0.113
117,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.422,0.136,-75.93291,0.91207,825,26,,0.402,0.333
117,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.336,-0.129,-125.94746,0.85632,812,53,,0.286,0.129
117,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.309,-0.015,-13.33495,0.98423,839,4,,-0.305,-0.081
117,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.329,0.288,-85.17015,0.90146,821,41,,0.291,0.379
117,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.67,-0.376,-18.23377,0.97843,836,7,,-0.472,-0.636
117,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.319,0.534,-24.72073,0.97093,838,10,,-0.295,0.59
117,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962,,-0.428,0.371,-22.62657,0.97291,824,12,,-0.399,0.356
117,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.287,-0.162,-26.76864,0.96849,836,10,,-0.612,0.18
117,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.287,-0.201,-19.72693,0.97679,840,7,,-0.475,0.289
117,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.3,0.178,-109.51066,0.86381,748,48,,0.298,0.113
117,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.555,-0.196,-131.95091,0.85252,827,51,,0.537,-0.044
117,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950,,0.485,0.307,-58.29527,0.93105,816,17,,0.501,0.384
117,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.525,-0.253,-32.10468,0.96206,830,12,,-0.302,-0.45
117,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.535,-0.552,-26.14044,0.96903,831,9,,-0.407,-0.642
117,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.599,-0.259,-172.53548,0.81251,831,80,,0.581,-0.285
117,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.428,0.007,-107.92938,0.87653,819,42,,0.412,0.086
117,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981,,0.413,0.045,-77.97595,0.91125,839,31,,0.424,0.176
117,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957,,0.643,-0.206,-132.13572,0.84827,803,60,,0.641,-0.19
117,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963,,0.612,0.233,-102.10998,0.88424,830,47,,0.617,0.272
117,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.26,-0.08,-65.96909,0.92421,837,20,,-0.176,-0.105
117,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.405,0.82,-188.67119,0.75832,682,70,,0.282,0.815
